latitude,longitude,confidence,surface_temperature_celcius
-35.1707,143.2276,73,47
-35.2791,142.5659,63,49
-38.219,143.7352,68,44
-35.4438,142.3809,79,52
-36.4045,142.0918,70,46
-38.2093,143.9237,57,40
-35.6469,142.376,100,93
-35.6453,142.387,91,69
-35.596,143.0385,78,51
-35.9034,141.862,76,50
-35.9124,141.8639,86,61
-35.8857,142.1212,74,48
-36.4409,141.6948,100,92
-37.9078,145.8655,100,111
-35.8055,142.7428,73,47
-37.9174,145.8678,100,93
-37.9152,145.8808,95,77
-35.7608,143.3545,54,47
-35.9508,142.1753,81,54
-37.8906,146.2035,95,75
-35.7786,143.469,84,58
-35.7768,143.4803,84,58
-35.7751,143.4916,86,61
-35.7859,143.4824,77,50
-35.7842,143.4937,79,52
-36.1078,141.7798,77,50
-38.2583,143.9717,62,41
-35.8707,143.474,72,47
-35.8182,143.8739,100,92
-38.2661,143.9672,83,56
-36.2648,141.1012,100,111
-37.9246,146.2464,100,96
-36.3313,141.0017,94,73
-36.3298,141.0133,71,46
-36.2857,141.3467,90,67
-36.2842,141.3581,87,63
-36.0749,143.4058,92,70
-36.3839,141.3032,83,56
-36.4393,141.7061,88,64
-36.4449,140.9836,91,68
-36.4541,140.9854,81,54
-36.3636,141.6612,81,54
-36.2583,142.4792,81,55
-36.2567,142.4903,82,55
-36.3972,141.6041,100,90
-36.5532,142.5349,90,67
-36.1367,145.2071,92,71
-36.6843,141.5899,65,43
-36.0296,145.7624,76,49
-35.2465,143.4426,64,42
-35.2432,143.4496,58,44
-36.3879,141.4277,82,55
-36.1518,144.0233,96,79
-36.1418,144.0261,95,76
-34.5396,141.7292,65,43
-34.532,141.7257,63,42
-35.7073,143.1849,93,43
-35.4309,142.3626,67,36
-35.4407,142.3644,57,35
-35.7058,143.1971,76,38
-37.594,142.6933,100,106
-37.4755,142.6339,67,43
-37.5799,142.7451,84,58
-36.7453,141.4578,54,39
-36.7038,141.0498,50,39
-37.4785,142.6307,70,45
-37.7578,142.227,60,40
-37.5812,142.7374,94,75
-36.8083,142.0219,67,44
-37.5949,142.6857,100,98
-36.714,141.1485,61,41
-36.7318,141.4603,70,45
-36.907,143.508,74,48
-37.8247,143.6243,95,77
-36.6385,142.5297,68,44
-36.9179,141.3095,59,40
-36.6229,144.0143,75,49
-35.92,142.0347,71,46
-36.6407,142.4914,87,63
-37.4028,143.6932,95,75
-36.6507,142.4998,86,61
-37.4033,143.6884,92,70
-36.8292,142.1692,84,58
-36.1456,141.9066,84,58
-36.6348,142.4985,70,45
-36.6802,142.5406,100,106
-36.0888,143.4782,83,56
-36.8272,142.2097,84,57
-37.3654,143.8156,65,42
-36.6188,144.0402,69,44
-37.4047,143.6615,69,45
-36.2367,141.3998,65,42
-36.4469,144.7952,78,51
-36.5234,144.6939,62,41
-36.9049,143.5416,85,59
-36.6803,141.0957,60,44
-36.9547,142.6934,72,47
-37.8249,143.6174,100,98
-36.7866,142.1989,65,42
-36.6292,143.8862,65,43
-35.7937,143.195,68,44
-36.9142,141.3013,57,40
-36.835,142.2027,87,63
-36.8372,142.1622,77,50
-36.6306,143.8908,68,44
-35.7918,143.1997,71,46
-36.6209,144.0096,72,47
-36.6823,142.5024,93,71
-37.3586,142.9087,59,40
-36.9524,143.7501,60,40
-37.0643,141.8567,50,40
-36.89,143.5402,82,55
-36.9228,142.0572,75,49
-36.9326,142.054,74,47
-36.2403,141.4047,64,42
-36.4489,144.7685,93,73
-36.6776,141.0877,56,44
-37.8271,143.5831,100,111
-37.7929,143.1197,64,42
-37.7972,143.1153,64,42
-36.873,142.568,72,46
-37.3656,143.8206,59,40
-36.1476,141.8655,72,46
-36.0754,141.6716,72,46
-36.0744,141.6649,79,52
-36.2282,145.9074,67,43
-36.0831,146.5514,76,49
-36.3499,146.1402,53,41
-35.1113,141.1635,72,46
-36.0775,146.5674,72,46
-35.1132,141.1516,74,48
-36.4439,145.8846,56,39
-36.0818,146.5461,57,44
-35.1064,141.1556,79,52
-36.2562,143.2599,81,54
-36.353,143.3506,84,58
-36.018,143.2048,85,60
-36.343,143.3479,50,40
-36.1751,142.7831,67,43
-36.4606,141.0562,55,39
-36.4624,141.0446,78,51
-36.0156,143.2188,66,43
-36.1398,141.7793,62,47
-35.2068,143.2912,68,44
-35.1145,141.2627,76,49
-36.3579,146.1268,63,42
-35.1164,141.2508,78,52
-36.0787,146.5728,60,40
-37.9796,146.8024,62,41
-37.34,149.3668,67,74
-37.8567,147.1576,62,48
-36.7287,142.6017,99,85
-35.2363,143.0004,91,69
-37.4368,149.1191,56,52
-35.2378,142.9864,100,94
-35.2397,142.98,80,59
-36.2115,141.6878,77,50
-37.9408,146.0611,58,47
-37.6994,146.2162,59,40
-36.2726,145.506,77,50
-35.2381,142.994,98,83
-36.7199,142.5844,63,56
-37.3493,149.3691,66,80
-37.6447,148.6039,61,50
-36.7165,142.6155,90,66
-36.7076,142.5982,73,47
-36.5652,145.5105,80,54
-37.7009,146.2046,80,53
-36.4023,145.7705,80,58
-36.7394,147.1366,78,44
-37.3257,149.1209,85,41
-37.3176,149.3776,76,43
-36.7507,147.1308,80,39
-37.3268,149.3795,94,49
-36.7606,147.1326,75,41
-35.6961,143.1935,61,35
-37.3252,149.3911,86,41
-37.3314,149.1283,65,35
-36.3477,144.533,86,41
-37.3191,149.366,97,45
-37.3359,149.3816,51,48
-37.3526,149.3972,66,43
-36.7408,147.1243,100,49
-36.762,147.12,92,43
-37.3344,149.3933,68,47
-37.3283,149.368,74,43
-37.3511,149.4088,61,46
-37.3085,149.3756,76,38
-36.7508,147.1254,66,39
-36.7309,147.1227,89,42
-37.8361,142.7482,80,54
-37.8277,142.7498,72,46
-36.1031,143.0782,63,45
-36.1025,143.0825,66,43
-36.701,141.6351,80,53
-36.7034,141.6168,71,46
-36.698,141.6416,81,54
-36.7054,141.6708,75,48
-36.6999,141.6955,79,52
-36.7314,141.8698,67,44
-37.7931,148.385,64,58
-37.2168,147.4748,100,89
-37.222,147.4689,96,78
-37.7974,148.5498,60,53
-37.2063,147.4713,92,70
-37.2082,147.4368,92,70
-37.224,147.4347,95,76
-37.2185,147.4402,100,106
-35.6778,143.1774,97,45
-37.5816,148.5862,84,65
-36.6334,142.2244,92,69
-37.7966,142.3196,76,66
-35.805,142.1326,100,95
-37.8429,143.8366,100,88
-35.8125,142.1286,75,109
-37.8062,143.3598,77,65
-35.9049,143.6874,81,54
-36.9918,141.8667,100,97
-35.1476,141.819,86,60
-36.1104,145.9829,90,76
-37.782,148.3844,100,99
-37.9754,143.3964,83,57
-36.241,143.1229,75,53
-37.7069,142.1573,66,53
-36.0834,146.5364,50,53
-37.394,143.5541,83,64
-36.9902,141.879,89,65
-37.745,142.993,89,65
-37.1839,143.8112,89,64
-37.0788,143.9102,78,51
-36.3557,141.3268,62,52
-36.0157,145.9414,92,70
-37.6104,147.8367,62,42
-37.9229,143.647,64,63
-37.5052,142.8636,62,54
-37.777,148.4128,99,85
-37.5888,148.5949,93,72
-37.7322,145.9657,73,50
-34.3943,141.7567,89,65
-36.6095,142.7011,87,62
-36.053,145.8892,71,55
-36.2805,145.4377,85,60
-37.3785,145.6226,77,50
-37.7361,145.335,79,52
-34.3914,141.726,78,51
-36.4018,145.7195,83,56
-36.0844,141.4934,81,71
-37.8078,143.3482,85,60
-37.8297,142.4083,72,48
-36.3168,145.7285,100,103
-37.8177,142.9168,51,50
-36.031,145.6824,91,69
-36.3313,147.6089,74,52
-37.5814,148.5777,86,68
-38.3525,147.0408,72,56
-36.3739,141.3614,85,59
-37.5788,148.592,90,67
-35.8065,142.1209,75,53
-36.6384,142.4075,90,66
-35.1491,141.8073,74,54
-37.5842,148.5717,65,49
-37.9483,145.3937,70,51
-36.0328,145.6708,79,53
-35.811,142.1403,94,96
-37.977,143.3848,79,52
-38.0089,143.8976,64,45
-37.3072,147.5003,58,46
-37.8545,142.5132,100,115
-36.7381,141.4541,84,58
-36.9034,141.0013,100,95
-37.7746,148.3673,88,65
-37.3556,146.1085,50,47
-37.5036,142.8753,83,63
-37.6531,147.8262,71,45
-37.3189,145.5894,81,60
-37.803,142.3151,83,78
-37.6806,143.2676,59,51
-37.8158,142.5177,76,63
-37.7542,142.9949,96,77
-37.3803,145.611,91,68
-37.7617,143.081,97,81
-37.805,142.8233,82,56
-37.853,142.5253,94,104
-37.8161,142.9286,92,71
-37.7212,145.9754,58,52
-38.3343,143.8644,59,43
-38.3327,143.8759,77,50
-37.8407,147.1609,77,51
-35.9065,143.6763,75,49
-36.4339,141.5458,87,62
-36.1532,141.3284,76,53
-35.723,142.063,64,54
-35.124,142.0757,81,61
-35.1383,141.8172,50,53
-35.0644,141.2548,77,59
-36.357,141.2363,80,53
-36.4149,141.0156,85,60
-36.4133,141.0286,52,47
-36.3882,141.7197,75,64
-36.4287,141.5508,71,47
-36.0387,145.6787,90,67
-36.0663,145.6855,87,62
-36.6349,142.2125,94,86
-36.6492,142.3976,66,60
-36.608,142.7127,84,57
-36.1757,145.7544,87,62
-36.0765,146.4896,69,46
-36.0799,146.529,57,44
-36.9018,141.0146,100,100
-36.6986,142.7259,86,72
-36.8986,141.6385,72,52
-36.8632,142.5802,60,60
-37.1248,141.8795,71,52
-36.649,145.5037,74,48
-37.1929,143.8132,59,45
-37.1992,146.2301,68,60
-37.5914,148.5807,63,61
-37.7496,148.3898,64,46
-37.7697,148.336,81,57
-36.4324,141.5582,77,52
-38.0052,142.6179,94,89
-38.3557,147.0372,78,52
-35.4509,143.1522,73,47
-38.0962,146.9724,73,47
-35.4625,143.1486,67,44
-38.0942,146.9603,52,39
-38.3499,147.033,61,35
-38.2003,146.8378,100,58
-37.4583,148.2459,81,39
-37.6784,146.1432,93,44
-37.4492,148.2438,100,47
-38.2153,146.8652,82,40
-36.7652,147.1289,78,39
-35.6922,143.1619,100,49
-38.2094,146.8398,100,55
-35.2464,141.1143,98,45
-38.2078,146.8515,100,55
-35.7024,143.1637,81,39
-38.3483,147.0446,70,37
-37.4015,145.5947,88,42
-38.2169,146.8535,80,39
-37.6435,146.1417,66,36
-37.6387,142.9032,87,88
-38.0045,143.9075,77,64
-37.7522,142.3183,66,50
-36.9396,141.9303,66,45
-37.6439,142.913,93,83
-37.78,141.8091,65,42
-37.7767,141.8127,68,44
-38.1756,143.9829,65,53
-37.7795,148.4084,79,53
-37.3165,147.4932,93,72
-36.9373,142.5327,70,45
-38.3553,147.0231,50,38
-36.934,142.5759,64,47
-37.3158,147.4986,95,76
-37.7916,148.4098,81,54
-37.4471,147.6331,89,65
-37.4024,145.5918,79,52
-37.79,143.3801,82,62
-37.7835,148.4138,90,66
-36.5465,142.0912,83,56
-38.0383,144.4307,59,40
-37.4449,147.6594,89,65
-37.7851,143.3753,83,64
-37.4323,147.6583,95,76
-37.4343,147.6327,100,92
-36.5475,142.0881,88,63
-36.9354,142.5807,69,45
-36.9405,142.8627,68,44
-37.0201,141.7743,76,54
-36.9446,142.8698,75,48
-37.0183,141.7818,71,49
-37.4169,145.5926,89,64
-37.6339,143.4108,69,46
-37.2162,146.2408,76,38
-36.087,141.7227,93,44
-36.0933,141.7154,63,35
-36.0852,141.7112,100,64
-36.3194,141.7531,88,63
-37.3601,145.8519,82,62
-36.1598,141.8841,88,64
-36.6936,145.2788,86,61
-36.1057,141.7608,100,120
-35.4033,143.267,90,67
-36.6281,142.4349,64,68
-36.111,145.124,85,66
-36.1615,141.8728,90,66
-37.3074,142.9925,81,54
-36.937,142.1176,61,50
-38.1868,143.0938,70,45
-35.2601,143.1931,77,50
-36.1849,145.9109,100,107
-37.2109,142.7966,74,52
-36.6951,145.424,50,43
-36.1376,145.84,76,55
-36.6965,142.7116,88,64
-37.0753,141.0532,79,52
-37.6714,144.2154,67,46
-37.4465,143.5163,70,50
-38.0494,143.9141,63,58
-38.1356,143.7098,72,50
-37.3632,145.8356,75,53
-36.6078,141.9742,88,63
-37.3765,145.8221,87,62
-36.0694,141.5717,72,54
-36.1122,142.1491,90,76
-36.401,145.5113,77,55
-37.9048,145.7738,76,49
-37.3735,145.8384,100,95
-35.4128,143.2693,83,57
-36.8848,142.1523,70,51
-35.4255,143.6306,89,65
-36.1198,145.6369,79,52
-38.4879,143.9971,54,40
-36.1955,145.914,96,78
-35.4533,143.2029,85,66
-35.4993,143.3105,84,57
-36.5989,141.9771,92,81
-37.4485,143.5041,81,54
-37.1744,143.9256,63,43
-36.104,141.772,100,113
-36.4918,142.2465,69,54
-36.6663,143.2603,80,58
-36.0189,145.6844,75,49
-35.7523,143.8866,85,59
-36.6538,142.7552,72,53
-36.6299,142.4234,66,71
-36.0994,143.4156,82,62
-36.8395,142.2188,82,62
-36.9294,142.7087,78,51
-36.1439,145.832,53,50
-36.1925,145.93,97,79
-37.8351,145.9789,86,61
-36.095,141.7699,98,82
-36.7848,141.9044,85,61
-36.6962,145.2642,84,58
-37.1089,143.0783,82,55
-36.7009,141.541,54,49
-36.4604,142.1623,70,48
-36.343,142.1986,100,123
-36.2906,141.758,82,55
-36.114,142.1377,100,118
-37.5436,143.6122,80,54
-36.6006,141.9657,96,78
-36.4611,143.146,55,48
-37.0769,141.042,93,72
-36.3521,142.2008,100,120
-36.3539,142.1894,53,53
-36.883,142.1637,79,67
-36.0973,143.4279,87,92
-36.7722,141.5514,79,58
-37.0081,141.7654,66,62
-36.0967,141.7587,100,101
-36.4204,141.3765,73,57
-36.2889,141.7692,64,51
-35.4439,143.2005,74,54
-36.6228,142.428,67,43
-36.2205,141.7933,81,54
-38.1177,143.6409,60,40
-36.1819,145.9269,100,98
-35.4594,143.7125,72,46
-34.2708,141.6158,79,52
-35.4616,143.7251,80,53
-36.1141,141.6787,72,37
-37.8046,146.0304,91,43
-37.9068,145.9047,83,40
-36.1156,141.6664,100,62
-37.8064,146.0189,96,45
-37.0221,141.5517,76,50
-37.3735,145.886,87,96
-37.5422,143.2276,75,49
-37.7465,143.3806,93,72
-37.3094,146.1945,77,60
-36.7199,141.3946,82,55
-35.7638,142.1215,79,52
-36.1534,141.5948,88,64
-37.8072,145.9738,95,77
-37.3704,145.8942,96,78
-37.297,143.5753,100,93
-36.9172,142.0472,71,45
-37.8668,143.0472,69,44
-37.7602,143.382,68,44
-37.7529,143.3745,85,59
-37.7885,142.9509,66,43
-34.2714,141.6197,74,48
-36.1698,142.0536,84,58
-37.2988,143.5487,100,90
-37.3716,145.9065,100,115
-37.8662,143.251,71,46
-36.4291,141.2426,86,61
-37.2891,143.5697,76,50
-37.3025,143.5714,100,98
-37.383,145.9089,100,89
-37.7216,143.4272,85,59
-37.8717,143.3652,75,49
-37.8717,143.2566,66,43
-37.3851,145.8878,83,63
-37.7446,143.4085,89,66
-36.7159,141.3991,75,49
-35.7626,142.1167,87,62
-37.8011,144.7343,67,44
-37.8777,143.371,81,54
-37.7509,143.4023,98,82
-36.6085,142.4451,80,53
-37.3802,145.9147,100,103
-37.7974,145.9535,87,97
-37.0241,141.5163,67,43
-37.2912,143.543,66,43
-37.313,146.1561,52,46
-38.0226,143.6739,56,39
-35.7657,142.0906,90,66
-37.9029,143.5946,73,47
-36.9151,142.0798,77,50
-37.9112,143.6025,85,61
-37.8089,145.9555,56,41
-37.9009,143.6217,62,45
-37.7583,143.41,70,45
-37.7836,142.9437,69,44
-37.7236,143.3995,99,86
-37.5402,143.2559,76,50
-37.3046,143.5448,93,72
-37.0484,141.6245,52,42
-36.911,142.1445,68,47
-36.4312,141.2064,95,76
-36.1702,142.0586,86,60
-36.1722,142.0266,73,47
-36.1556,141.5904,89,65
-35.7598,143.851,72,46
-35.7609,143.8442,82,55
-35.7647,142.0858,89,65
-34.2536,141.6199,67,46
-34.2674,141.6183,77,51
-36.7885,142.1258,71,46
-34.2594,141.6139,81,54
-34.2614,141.6412,57,43
-36.3872,145.3858,60,40
-36.6664,145.2554,79,52
-36.6688,145.2635,73,47
-36.494,145.4522,63,41
-37.324,146.1647,60,46
-36.1948,145.7688,73,50
-36.2721,146.847,70,45
-36.1017,147.6381,71,46
-36.1256,145.2444,77,53
-36.2044,145.7706,58,51
-36.5245,143.1556,57,43
-36.1002,147.6494,50,39
-36.916,142.0521,82,55
-36.9116,142.0732,87,62
-37.3226,143.5442,78,51
-36.9103,142.1409,73,47
-37.7074,143.3065,82,56
-36.7056,145.2481,71,45
-36.163,145.98,79,53
-36.1722,145.9429,74,48
-36.1558,145.9723,80,53
-36.1649,145.9352,68,44
-36.0436,145.7964,68,44
-36.0362,145.7984,70,45
-37.5021,142.8861,71,48
-36.8834,142.2701,76,50
-37.3301,143.5514,86,61
-36.888,142.2484,79,52
-36.7134,145.2151,52,38
-36.7028,145.2519,61,44
-37.561,143.242,51,38
-37.982,143.6422,56,42
-34.2636,141.6328,81,54
-34.2568,141.64,51,42
-34.2648,141.6325,69,51
-36.4721,142.2586,88,64
-36.7241,141.0073,72,46
-38.004,143.9249,86,60
-36.4557,142.2434,92,71
-36.8009,142.7259,95,76
-36.4737,142.2474,74,55
-36.8099,142.728,93,73
-36.8202,141.9362,76,50
-36.9576,141.5387,70,45
-36.811,142.2655,83,56
-34.395,142.0522,80,54
-36.7806,141.5597,94,74
-37.639,142.0648,79,52
-36.7791,141.5711,72,46
-34.3526,141.6458,98,82
-36.8189,142.73,81,54
-37.0924,141.897,97,80
-36.4827,142.2494,77,51
-37.6195,143.4212,53,46
-34.386,142.0503,81,54
-36.8293,141.9382,79,52
-36.4573,142.2323,88,63
-37.4996,142.5966,87,62
-34.4501,141.4699,79,52
-37.9452,143.5834,97,80
-37.9526,143.597,100,107
-36.4811,142.2606,77,50
-36.4483,142.2303,76,49
-37.6269,143.4348,100,108
-36.7131,142.4338,82,55
-34.351,141.6567,99,86
-35.0917,141.1508,77,50
-36.6798,141.1299,76,50
-36.8218,141.9249,81,55
-36.82,142.2675,80,53
-37.094,141.8857,83,57
-37.5012,142.5853,100,90
-37.6376,143.4255,63,48
-37.8328,142.5142,72,46
-37.8051,143.0309,87,62
-37.9247,142.8999,97,81
-37.9231,142.9113,85,59
-37.9435,143.5948,88,63
-38.0221,143.9294,87,62
-37.1609,149.0754,84,58
-36.4541,142.2546,73,51
-36.4513,141.4191,79,52
-36.4422,141.4172,69,46
-35.0805,142.4642,97,81
-36.7257,140.9956,78,51
-35.0821,142.4532,83,57
-36.6783,141.1415,78,51
-34.3616,141.6477,85,60
-34.342,141.6548,55,54
-37.665,142.1339,74,48
-38.0564,142.8525,74,48
-38.018,143.899,81,54
-38.1131,143.7173,68,44
-38.1106,143.7314,80,53
-37.8289,145.9315,75,49
-38.0652,142.9781,81,54
-37.522,143.3874,71,73
-38.0674,142.965,91,68
-38.0715,142.9591,92,70
-38.0693,142.9722,100,89
-37.9488,143.8882,82,55
-37.9462,143.9026,87,62
-37.8469,143.5343,60,50
-37.8468,142.8775,84,58
-37.1956,141.0252,67,44
-38.0542,142.8655,74,48
-37.8025,145.8702,76,49
-37.8992,143.4534,62,54
-37.8758,145.8371,78,52
-37.8973,143.4754,82,65
-37.7829,143.5056,87,62
-37.7805,143.5003,95,75
-37.5629,144.752,85,59
-37.8122,146.0807,100,111
-37.8774,145.8213,95,77
-37.5742,144.7536,75,49
-37.8881,145.8229,100,99
-37.5612,144.7701,73,49
-37.9022,143.4607,57,57
-37.1603,142.8088,65,50
-37.1684,142.8183,55,48
-37.6605,142.1116,85,60
-37.9164,143.4866,58,54
-37.6622,142.1001,96,79
-37.9257,143.4891,63,54
-37.3982,147.0001,64,58
-37.4523,147.0175,90,66
-37.4023,147.0394,59,56
-37.4336,147.0534,60,51
-37.4003,147.0448,61,55
-37.9184,143.4745,53,55
-37.3911,147.037,61,50
-37.4261,147.0323,98,83
-37.3949,147.0175,100,91
-37.671,144.6536,84,58
-37.9277,143.477,66,55
-37.4224,147.0511,100,113
-37.6625,144.287,92,70
-37.4375,147.0336,100,106
-37.4414,147.0139,73,60
-37.4295,147.0428,77,59
-37.3942,147.0455,60,44
-37.4313,147.0343,64,37
-37.017,148.1297,100,121
-37.0155,148.1432,97,80
-34.3383,141.543,76,56
-36.7152,141.3853,94,74
-34.328,141.5402,78,58
-36.6867,141.137,84,59
-36.6889,141.1239,76,50
-36.7128,141.3986,86,60
-37.4108,147.0196,76,50
-37.4058,147.0117,74,48
-37.4075,147.0233,52,43
-37.0228,148.1281,66,43
-37.002,148.2055,51,44
-37.0249,148.1561,75,49
-37.4098,147.0489,70,45
-34.357,141.5361,90,67
-34.3539,141.5547,93,72
-36.9939,148.2244,90,68
-36.998,148.1994,73,48
-36.9959,148.2118,95,75
-34.3654,141.543,89,65
-37.0228,148.1996,73,52
-34.3539,141.5629,81,55
-34.3554,141.5413,96,79
-34.3555,141.5495,94,75
-37.0286,148.155,56,42
-37.0316,148.1519,52,35
-37.4157,147.0084,94,105
-37.0193,148.1459,84,71
-37.4229,147.027,100,99
-37.0055,148.1582,80,68
-37.4128,147.0242,85,98
-37.223,147.9431,100,105
-37.2252,147.9363,100,109
-37.2284,147.9187,94,73
-37.6572,142.0703,97,80
-37.6592,142.058,81,55
-36.2544,148.0353,55,42
-37.2197,147.9621,54,43
-37.2128,147.9308,74,48
-37.996,146.3535,86,41
-37.7171,147.5866,54,44
-37.7074,147.5849,78,55
-37.7885,141.9352,68,55
-38.1031,142.4797,75,48
-37.7752,141.9086,88,64
-34.3795,141.6331,87,62
-34.3735,141.6604,85,59
